Self Certification Test Report,,,,,,,,,,,
Service\Protocol Name,Total,Failed,Passed,,,,,,,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.43,0,0,3E48A299-11A8-4F73-B6E1-4065F18E6834,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_NOTIFY,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:864:Status - Success, NoHandles - 10, TPL - 16",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.46,0,0,6096EFF1-21F0-43CD-B08D-88FF3AD39C28,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_NOTIFY,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:905:Status - Success, HandleIndex - 0, Protocol - 0x46DEB3B0, TPL - 16",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.49,0,0,06334E00-03D2-4406-83B9-6653B3418A93,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with same protocol multiple times at EFI_TPL_NOTIFY,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:943:HandleIndex - 0, ProtocolId - 1, TPL - 16",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.50,0,0,4F229F4E-64DC-4A88-B777-D28DDF33AC39,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_APPLICATION,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1111:Status - Success, ProtocolIndex - 0x5, TPL - 4",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.53,0,0,1EB05A66-3DED-440E-A6CF-7205622148E0,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_APPLICATION,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1143:Handle - 0x46FB0F80, TPL - 4",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.56,0,0,280062C1-1685-4307-95CA-1207382C0DA0,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_APPLICATION,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1179:Status - Success, ProtocolIndex - 0x0, TPL - 4",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.59,0,0,6B85ED1E-287D-46D2-A036-7C53FA24AB75,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_APPLICATION,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1221:Status - Success, TPL - 4",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.51,0,0,38DEB65C-F4DB-40C8-9DEA-C0DFF9CC7A73,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_CALLBACK,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1111:Status - Success, ProtocolIndex - 0x5, TPL - 8",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.54,0,0,0133559D-4A88-41D0-8B32-6B8724D0CCCB,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_CALLBACK,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1143:Handle - 0x46FB07B0, TPL - 8",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.57,0,0,3B119CA5-8C66-4158-B68C-B943819777DC,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_CALLBACK,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1179:Status - Success, ProtocolIndex - 0x0, TPL - 8",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.60,0,0,71F094CD-53FD-4FF7-95D7-1B8E972692B0,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_CALLBACK,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1221:Status - Success, TPL - 8",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.52,0,0,341714E5-A4CE-4F4A-9454-7BDE9AB21458,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_NOTIFY,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1111:Status - Success, ProtocolIndex - 0x5, TPL - 16",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.55,0,0,16CE2F4E-C303-49F6-8994-2619FD4B67F8,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_NOTIFY,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1143:Handle - 0x46FB07B0, TPL - 16",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.58,0,0,57B88782-960E-4AAF-BFEF-C9BFF1E09C6D,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_NOTIFY,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1179:Status - Success, ProtocolIndex - 0x0, TPL - 16",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.61,0,0,064740C2-CCCE-45F5-BB37-D4D0E1668D8C,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with multiple protocol at EFI_TPL_NOTIFY,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1221:Status - Success, TPL - 16",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.62,0,0,2F94A7EC-4D30-4572-BC3B-87C92699538D,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with NULL interface at EFI_TPL_APPLICATION,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1354:Status - Success, TPL - 4",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.65,0,0,1B223DC2-5D17-40E1-9399-3C45F0E4F888,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with NULL interface at EFI_TPL_APPLICATION,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1381:Handle - 0x46FB07B0, TPL - 4",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.68,0,0,A366C643-EAC3-4994-BEE5-6C6FF5B83F5E,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with NULL interface at EFI_TPL_APPLICATION,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1415:Status - Success, HandleBuffer - 0x46FB07B0, TPL - 4",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.71,0,0,A94C8AD5-C578-45F6-9D5C-CB156265E672,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with NULL interface at EFI_TPL_APPLICATION,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1452:Status - Success, TPL - 4",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.63,0,0,382CEE61-B25C-43A1-B2DE-072737C679F5,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with NULL interface at EFI_TPL_CALLBACK,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1354:Status - Success, TPL - 8",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.66,0,0,6B039E16-5420-4520-8525-B9BD5A3C2266,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with NULL interface at EFI_TPL_CALLBACK,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1381:Handle - 0x46FB07B0, TPL - 8",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.69,0,0,AF59A8ED-144B-48B5-880F-A2200AF04ACD,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with NULL interface at EFI_TPL_CALLBACK,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1415:Status - Success, HandleBuffer - 0x46FB07B0, TPL - 8",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.72,0,0,FCCBCF28-C207-440A-BBA0-0E43C4C1B4A0,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with NULL interface at EFI_TPL_CALLBACK,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1452:Status - Success, TPL - 8",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.64,0,0,C58B2515-E066-4A2F-975C-7F8000733EF3,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with NULL interface at EFI_TPL_NOTIFY,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1354:Status - Success, TPL - 16",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.67,0,0,763A4629-18EC-41B3-9FA6-4AC64E448B49,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with NULL interface at EFI_TPL_NOTIFY,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1381:Handle - 0x46FB07B0, TPL - 16",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.70,0,0,FEC89489-0C0D-493B-A54D-94F71504E932,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with NULL interface at EFI_TPL_NOTIFY,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1415:Status - Success, HandleBuffer - 0x46FB07B0, TPL - 16",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.1.73,0,0,67A70DA1-8211-4D76-A02C-F864B1999294,PASS,BS.InstallProtocolInterface - InstallProtocolInterface() returns EFI_SUCCESS with NULL interface at EFI_TPL_NOTIFY,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_2.c:1452:Status - Success, TPL - 16",0x00010002,EDC7240B-6A14-45D4-937B-A2B62C51127B,,
BootServicesTest\ProtocolHandlerServicesTest,,0,0,2DB03BC1-F598-4FBD-873A-670CD48E8E5B,PASS,BS.LocateDevicePath - ConsistencyTestCheckpoint1,/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:2802:Status - Invalid Parameter,0x00010002,624E28E8-78BC-4D77-AB85-D2CBD3744E21,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.1,0,0,1657BF8A-005E-46C5-A1B4-938481A43B6A,PASS,BS.LocateDevicePath - LocateDevicePath() returns EFI_INVALID_PARAMETER with NULL protocol,/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:2832:Status - Invalid Parameter,0x00010002,624E28E8-78BC-4D77-AB85-D2CBD3744E21,,
BootServicesTest\ProtocolHandlerServicesTest,,0,0,FE2400A6-C490-41E7-9513-1F30BDC8F431,PASS,BS.LocateDevicePath - ConsistencyTestCheckpoint3,/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:2861:Status - Success,0x00010002,624E28E8-78BC-4D77-AB85-D2CBD3744E21,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.2,0,0,EF52E7D7-6346-48E0-A64C-78718752188D,PASS,BS.LocateDevicePath - LocateDevicePath() returns EFI_NOT_FOUND with never installed protocol,/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:2893:Status - Not Found,0x00010002,624E28E8-78BC-4D77-AB85-D2CBD3744E21,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.3,0,0,D71106C1-FBDB-4ADA-BF69-F1DE572D296A,PASS,BS.LocateDevicePath - LocateDevicePath() should not succeed searching for a handle with a never installed protocol with a NULL input device,/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:2925:Status - Not Found,0x00010002,624E28E8-78BC-4D77-AB85-D2CBD3744E21,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.4,0,0,BC272C41-030C-443D-AABF-90D4509EF7B3,PASS,BS.LocateDevicePath - LocateDevicePath() should not succeed with NULL device path input,/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:2953:Status - Invalid Parameter,0x00010002,624E28E8-78BC-4D77-AB85-D2CBD3744E21,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.5,0,0,2A8392AA-7362-4EDD-AB52-07E17E8493F3,PASS,BS.LocateDevicePath - LocateDevicePath() should not succeed with NULL device and protocol is already installed,/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:2983:Status - Invalid Parameter,0x00010002,624E28E8-78BC-4D77-AB85-D2CBD3744E21,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.6,0,0,7451C26A-2E5B-438D-9296-37E0527EA509,PASS,BS.LocateDevicePath - LocateDevicePath() returns EFI_SUCCESS with exist protocol at EFI_TPL_APPLICATION,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_3.c:3284:Status - Success, DeviceIndex - 4, AnotherIndex - 0, TPL - 4",0x00010002,8E436AAF-37E9-4190-8DC7-5799D4769B19,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.9,0,0,67C59D93-28CD-4B71-A9F0-BC21B44EA1B3,PASS,BS.LocateDevicePath - LocateDevicePath() gets the remaining device path at EFI_TPL_APPLICATION,/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_3.c:3319:TPL - 4,0x00010002,8E436AAF-37E9-4190-8DC7-5799D4769B19,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.12,0,0,F7F49158-91F5-4357-AA88-6E7629106523,PASS,BS.LocateDevicePath - LocateDevicePath() locates the protocol by device path at EFI_TPL_APPLICATION,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_3.c:3355:Status - Success, TPL - 4",0x00010002,8E436AAF-37E9-4190-8DC7-5799D4769B19,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.7,0,0,EBDC8762-84F7-4E04-8B95-463372C5C616,PASS,BS.LocateDevicePath - LocateDevicePath() returns EFI_SUCCESS with exist protocol at EFI_TPL_CALLBACK,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_3.c:3284:Status - Success, DeviceIndex - 4, AnotherIndex - 0, TPL - 8",0x00010002,8E436AAF-37E9-4190-8DC7-5799D4769B19,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.10,0,0,8427CD13-3F7C-41D2-885E-F60F5301F1AF,PASS,BS.LocateDevicePath - LocateDevicePath() gets the remaining device path at EFI_TPL_CALLBACK,/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_3.c:3319:TPL - 8,0x00010002,8E436AAF-37E9-4190-8DC7-5799D4769B19,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.13,0,0,3349F1A1-B6DF-4FAC-81DA-E6A5B7B3F3A5,PASS,BS.LocateDevicePath - LocateDevicePath() locates the protocol by device path at EFI_TPL_CALLBACK,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_3.c:3355:Status - Success, TPL - 8",0x00010002,8E436AAF-37E9-4190-8DC7-5799D4769B19,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.8,0,0,6B886422-1358-4E40-834D-E604663F4A6C,PASS,BS.LocateDevicePath - LocateDevicePath() returns EFI_SUCCESS with exist protocol at EFI_TPL_NOTIFY,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_3.c:3284:Status - Success, DeviceIndex - 4, AnotherIndex - 0, TPL - 16",0x00010002,8E436AAF-37E9-4190-8DC7-5799D4769B19,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.11,0,0,FFE496EA-9207-4FF1-8319-1CDE025DDA0C,PASS,BS.LocateDevicePath - LocateDevicePath() gets the remaining device path at EFI_TPL_NOTIFY,/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_3.c:3319:TPL - 16,0x00010002,8E436AAF-37E9-4190-8DC7-5799D4769B19,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.7.14,0,0,A3DEE53D-11E3-46EC-BBC6-D65EB505F1D4,PASS,BS.LocateDevicePath - LocateDevicePath() locates the protocol by device path at EFI_TPL_NOTIFY,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_3.c:3355:Status - Success, TPL - 16",0x00010002,8E436AAF-37E9-4190-8DC7-5799D4769B19,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.14.1,0,0,4F70540A-FA1E-4F00-9E07-C9F83CC45AF5,PASS,BS.LocateHandleBuffer - LocateHandleBuffer() returns EFI_INVALID_PARAMETER with invalid sarch type,/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:2053:Status - Invalid Parameter,0x00010002,6BAE06D3-3BE7-480E-9E71-332AD0C8213E,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.14.2,0,0,F77677D7-8869-453C-AE7F-A77D1697E9E2,PASS,BS.LocateHandleBuffer - LocateHandleBuffer() returns EFI_NOT_FOUND with never installed protocol,/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:2088:Status - Not Found,0x00010002,6BAE06D3-3BE7-480E-9E71-332AD0C8213E,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.14.3,0,0,F5B84647-BEE8-46FF-AFB3-B3D5D5A00838,PASS,BS.LocateHandleBuffer - LocateHandleBuffer() returns EFI_INVALID_PARAMETER with Buffer is NULL or NoHandles is NULL,/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestConformance.c:2135:Status - Not Found,0x00010002,6BAE06D3-3BE7-480E-9E71-332AD0C8213E,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.14.4,0,0,2E9A3CE0-779A-4BBA-AA6D-E5A3778985BA,PASS,BS.LocateHandleBuffer - LocateHandleBuffer() returns EFI_SUCCESS with Type being AllHandles at EFI_TPL_APPLICATION,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_3.c:1552:Status - Success, TPL - 4",0x00010002,A21FFA59-09A2-46D4-A1FF-94D5C6061491,,
BootServicesTest\ProtocolHandlerServicesTest,5.1.3.14.7,0,0,5E78FD28-36EE-4D8D-B321-6406C940C750,PASS,BS.LocateHandleBuffer - LocateHandleBuffer() locates all handles at EFI_TPL_APPLICATION,"/home/supven01/work/sct_workspace/edk2/SctPkg/TestCase/UEFI/EFI/BootServices/ProtocolHandlerServices/BlackBoxTest/ProtocolHandlerBBTestFunction_3.c:1592:Status - Success, TPL - 4",0x00010002,A21FFA59-09A2-46D4-A1FF-94D5C6061491,,
